Name,Cusine,Coordinates,Address,Address(Full)
Chipotle Mexican Grill,Mexican; Fast Food,"(44.3701519, -79.6688501)",323 Yonge St,"323, Yonge Street, Barrie, Central Ontario, Ontario, L4N 2R9, Canada"
Bloomers,Bakeries; Cafes; Vegan,"(43.6620144, -79.4249426)",873 Bloor Street W,"Bloomer's, 873, Bloor Street West, Bloorcourt Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1M4, Canada"
Daan Go Pastry Lab,Macarons; Desserts; Bakeries,"(43.6546609, -79.4016917666667)",202 Baldwin street,"202, Baldwin Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2L6, Canada"
Little Sister,Indonesian; Bars,"(43.701527, -79.397057)",2031 Yonge Street,"Little Sister Indonesian Food Bar, 2031, Yonge Street, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M2S 2A2, Canada"
Moliceiro Restaurant,Portuguese,"(43.6488426, -79.4204081)",217 Ossington Avenue,"Moliceiro, 217, Ossington Avenue, Ossington Strip, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 2Z5, Canada"
Il Ponte Cucina Italiana,Italian,"(43.6580729, -79.3528151)",625 Queen Street E,"Magenta Health, 625, Queen Street East, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1G3, Canada"
Ajisen Ramen,Ramen,"(43.6538924, -79.3987117)",332 Spadina Avenue,"Ajisen Ramen Japanese Noodle, 332, Spadina Avenue, Chinatown, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2E7, Canada"
Fushimi,Japanese; Sushi Bars,"(43.665176, -79.3805944)",491 Church Street,"Church Wellesley Health Centre, 491, Church Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2C6, Canada"
Film Cafe by Eative,Breakfast & Brunch; Coffee & Tea; Japanese,"(43.6550229, -79.4024342)",230 Augusta Avenue,"Eative Film Cafe, 230, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2L6, Canada"
Hong Kong Bistro Cafe,Chinese; Cafes,"(43.6533120769231, -79.3967472307692)",472 Dundas Street W,"472, Dundas Street West, Chinatown, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1Y5, Canada"
The Cloak Bar,Cocktail Bars,"(43.6435125, -79.3983672)",488 Wellington Street W,"The Cloak Bar, 488, Wellington Street West, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1E3, Canada"
Over Easy Restaurant,Breakfast & Brunch,"(43.6481903, -79.3776696)",56 Yonge Street,"Hotel Victoria, 56, Yonge Street, Commerce Court, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1G5, Canada"
Crêpes à GoGo Spadina,French; Cafes,"(43.6663836, -79.4040021)",750 Spadina Avenue,"Al Green Theatre, 750, Spadina Avenue, The Annex, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2J8, Canada"
Taverna Mercatto,Italian,"(43.6429936, -79.3829397)",120 Bremner Boulevard,"Oliver Wyman, 120, Bremner Boulevard, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 0A8, Canada"
Paramount Middle Eastern Kitchen,Middle Eastern,"(43.6550597, -79.3801574)",253 Yonge Street,"Paramount Middle Eastern Cuisine and Bakery, 253, Yonge Street, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1N8, Canada"
Brick Street Bakery,Bakeries,"(43.650566, -79.3595768)",27 Trinity Street,"27, Trinity Street, Distillery District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 3C4, Canada"
John & Sons Oyster House,Seafood,"(43.650509, -79.381733)",56 Temperance Street,"56, Temperance Street, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Pizza-Pide,Pizza; Turkish,"(43.6680033, -79.3405107)",949 Gerrard Street E,"949, Gerrard Street East, East End, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Z4, Canada"
Old School,Breakfast & Brunch; American (Traditional),"(43.6519542, -79.4083757)",800 Dundas Street W,"Old School, 800, Dundas Street West, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1V1, Canada"
Drake One Fifty,Cocktail Bars; Breakfast & Brunch; American (Traditional),"(43.6495789, -79.3845764)",150 York Street,"Drake One Fifty, 150, York Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
iQ,Coffee & Tea; Juice Bars & Smoothies; Health Markets,"(43.6465062, -79.3786735)",181 Bay Street,"Boston Consulting Group, 181, Bay Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 2T3, Canada"
Nugateau Patisserie,Bakeries; Desserts,"(43.6466621, -79.4060891)",717 Queen Street W,"Nugateau, 717, Queen Street West, West Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1E4, Canada"
Soco Kitchen and Bar,Bars; Canadian (New),"(43.6428083, -79.3837488)",75 Lower Simcoe Street,"Delta Hotel, 75, Lower Simcoe Street, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 0A1, Canada"
Parka Food Co,Comfort Food; Vegan; Burgers,"(43.6485012, -79.3981119)",424 Queen Street W,"Parka Food Co, 424, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B4, Canada"
Craigs Cookies,Desserts,"(43.6392636, -79.4428264)",1537 Queen Street W,"Craig's Cookies, 1537, Queen Street West, Parkdale, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1A7, Canada"
Shoushin,Japanese; Sushi Bars,"(43.7314478, -79.4040987)",3328 Yonge Street,"Shoushin, 3328, Yonge Street, Lawrence Park, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4N 2M4, Canada"
Union Social Eatery,American (Traditional); Canadian (New),"(43.68766295, -79.394924442644)",21 Saint Clair Avenue W,"21, St. Clair Avenue West, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4V 3A5, Canada"
Baddies,Coffee & Tea; Breakfast & Brunch; Cafes,"(43.6587499, -79.4426654)",679 Lansdowne Avenue,"Baddies, 679, Lansdowne Avenue, Bloordale Village, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 3Y9, Canada"
La Société,French,"(43.6687048, -79.392296)",131 Bloor Street W,"Japan Foundation, 131, Bloor Street West, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1S4, Canada"
Uncle Mikeys,Korean,"(43.6497028, -79.43484755)",1597 Dundas Street W,"1597, Dundas Street West, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 0C2, Canada"
Black Cat Espresso Bar,Coffee & Tea; Sandwiches; Ice Cream & Frozen Yogurt,"(43.6527113, -79.4323714)",1104 College Street,"1104, College Street, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1B2, Canada"
Oretta,Italian; Bars,"(43.6439328, -79.4017977)",633 King Street W,"Oretta, 633, King Street West, King West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1M5, Canada"
Rooster Coffee House,Coffee & Tea,"(43.669586, -79.3799912)",568 Jarvis Street,"Rooster Coffee House, 568, Jarvis Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2Y5, Canada"
Café Pamenar,Coffee & Tea,"(43.656668, -79.4027228)",307 Augusta Avenue,"Cafe Pamenar, 307, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2M1, Canada"
La Palma,Italian,"(43.6513327, -79.4100869)",849 Dundas Street W,"849, Dundas Street West, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1W3, Canada"
CC Lounge & Whisky Bar,Lounges; Cocktail Bars; Whiskey Bars,"(43.647892, -79.3744397)",45 Front Street E,"CC Lounge and Whiskey Bar, 45, Front Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1C9, Canada"
Danforth Pizza House,Pizza,"(43.6803304, -79.3386108)",920 Danforth Avenue,"Danforth Pizza House, 920, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1L7, Canada"
Fusaros,Italian; Pizza,"(43.6490947, -79.391351)",294 Richmond Street E,"Fusaro's Italian Kitchen, 294, Richmond Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 1N8, Canada"
Ki Modern Japanese + Bar,Japanese; Sushi Bars,"(43.6465062, -79.3786735)",181 Bay Street,"Boston Consulting Group, 181, Bay Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 2T3, Canada"
The Captains Boil,Seafood; Cajun/Creole; Asian Fusion,"(43.662369, -79.3836933)",476 Yonge St,"Captains Boil, 476, Yonge Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1X5, Canada"
Omg Oh My Gyro,Halal; Falafel; Fast Food,"(43.649964, -79.391021)",155 John Street,"155, John Street, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1X4, Canada"
Mallo,Coffee & Tea; Sandwiches,"(43.6645776, -79.4108225)",785 Bathurst Street,"Mallo, 785, Bathurst Street, Mirvish Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 2R4, Canada"
Donatello Restaurant,Italian; Seafood,"(43.6573238, -79.3835301)",37 Elm Street,"Donatello, 37, Elm Street, Little Tokyo, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1H1, Canada"
Isabellas Boutique Restaurant,Japanese; Breakfast & Brunch; Desserts,"(43.6707664230769, -79.2972065230769)",2066 Queen St East,"2066, Queen Street East, The Beaches, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 1H6, Canada"
Shangrila Tibetan & Asian Cuisine,Himalayan/Nepalese; Asian Fusion; Diners,"(43.6397421, -79.4415627)",1600 Queen Street W,"Shangrila Tibetan & Asian Cuisine, 1600, Queen Street West, Parkdale, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 1A7, Canada"
Kawa Sushi,Sushi Bars; Japanese,"(43.6639083, -79.3800633)",451 Church Street,"Kawa Sushi, 451, Church Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2C5, Canada"
Roll & Roll by JC Mart,Sushi Bars,"(44.3210318, -79.8752329)",136 Simcoe Street,"136, Simcoe Street, Essa, Simcoe County, Ontario, L0M 1B2, Canada"
Que Ling Restaurant,Vietnamese,"(43.6659516, -79.3494944)",248 Boulton Avenue,"248, Boulton Avenue, Chinatown East, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Y4, Canada"
The Green Wood,Breakfast & Brunch,"(43.6647725, -79.3241912)",1402 Queen Street E,"1402, Queen Street East, Tiny Town, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 1E2, Canada"
Echo Sushi,Sushi Bars; Japanese,"(43.70125, -79.397443)",2036 Yonge Street,"Echo Sushi, 2036, Yonge Street, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M2S 2A2, Canada"
The Bata Shoe Museum,Museums,"(43.66725785, -79.4001431483655)",327 Bloor Street W,"Bata Shoe Museum, 327, Bloor Street West, The Annex, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1W7, Canada"
Snakes & Lattes College,Bars; Cafes; Tabletop Games,"(43.6559759, -79.4093377)",489 College Street,"Snakes and Lattes, 489, College Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1A5, Canada"
Athens Restaurant,Greek,"(43.6791027, -79.3434437)",707 Danforth Avenue,"Athens Restaurant, 707, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1P6, Canada"
La Cubana,Cuban,"(43.6509077, -79.450988)",392 Roncesvalles Avenue,"La Cubana, 392, Roncesvalles Avenue, Parkdale, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 2M9, Canada"
Demen Bistro,Vietnamese; Bars,"(43.6478791, -79.401228)",500 Queen Street W,"Chimac, 500, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B3, Canada"
The Olde Yorke,Seafood; Fish & Chips; British,"(43.7062029, -79.3620344)",96 Laird Drive,"96, Laird Drive, Leaside Business Park, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M4G 3V2, Canada"
Bolets Burrito,Mexican,"(43.65011, -79.36788325)",134 Lower Sherbourne,"134, Lower Sherbourne Street, St. Lawrence, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 1E6, Canada"
MZaar Restaurant,Lebanese; Mediterranean,"(43.7387464727115, -79.4021135444124)",668 Yonge Street,"668, Yonge Street, Hogg's Hollow, Don Valley West, North York, Toronto, Golden Horseshoe, Ontario, M4N 3R8, Canada"
Marche Muvbox,Salad,"(43.6465062, -79.3786735)",181 Bay Street,"Boston Consulting Group, 181, Bay Street, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 2T3, Canada"
El Furniture Warehouse - Bloor St,American (Traditional); Bars; Comfort Food,"(43.6659303, -79.40798)",410 Bloor St West,"El Furniture Warehouse, 410, Bloor Street West, Mirvish Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1Y5, Canada"
Reds Midtown Tavern,Wine Bars; Venues & Event Spaces; Argentine,"(43.6590065, -79.3833435)",382 Yonge Street,"Duke's Refresher + Bar, 382, Yonge Street, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1S8, Canada"
Biffs Bistro,French,"(43.647024, -79.376872)",4 Front Street E,"4, Front Street East, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1X8, Canada"
Rosalinda,Mexican; Vegan,"(43.6502826, -79.3848648)",133 Richmond Street W,"Canar Gifts, 133, Richmond Street West, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Pablo Cheesetart Canada,Desserts,"(43.6556980833333, -79.3842925416667)",114 Dundas St W,"114, Dundas Street West, First Chinatown, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1C3, Canada"
Opus Restaurant,Wine Bars; Modern European,"(43.6692221, -79.3972109)",37 Prince Arthur Avenue,"Opus Restaurant on Prince Arthur, 37, Prince Arthur Avenue, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 2G2, Canada"
SPIN Toronto,Cocktail Bars; Sports Clubs; American (Traditional),"(43.6443295, -79.3962082)",461 King St W,"SPiN, 461, King Street West, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1K4, Canada"
BeaverTails,Desserts; Fast Food,"(43.640033, -79.379606)",145 Queen's Quay W,"145, Queens Quay West, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 2T5, Canada"
Famoso Neapolitan,Pizza,"(43.6661878, -79.4068386)",386 Bloor Street W,"Famoso, 386, Bloor Street West, Mirvish Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1X4, Canada"
Figo,Italian,"(43.647051, -79.3941058)",295 Adelaide St W,"Adelaide Street West, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1R7, Canada"
The County General,Bars; Canadian (New); Breakfast & Brunch,"(43.6448571, -79.4161789)",936 Queen Street W,"The County General, 936, Queen Street West, West Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1G6, Canada"
P.J. OBrien Irish Pub and Restaurant,Pubs,"(43.6488983, -79.3753257)",39 Colborne St,"P.J. O'Brien Restaurant, 39, Colborne Street, King East, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1E3, Canada"
Lee Chen Asian Bistro,Dim Sum; Asian Fusion; Wine Bars,"(43.6724694, -79.3874603)",813 Yonge Street,"Ajisai Sushi Japanese Restaurant, 813, Yonge Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 2G8, Canada"
Queen St Warehouse,Bars; Comfort Food; American (Traditional),"(43.6243562, -80.1464752)",232 Queen St,"232, Queen Street, Rockcut, Guelph/Eramosa, Wellington County, Ontario, N0B 2K0, Canada"
The Blake House,Pubs,"(43.66453025, -79.3771456436701)",449 Jarvis Street,"The Blake House, 449, Jarvis Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2G8, Canada"
Cold Tea,Bars,"(43.6543073333333, -79.4006466666667)",60 Kensington Avenue,"60, Kensington Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2K2, Canada"
Fresh on Crawford,Vegan; Juice Bars & Smoothies; Burgers,"(43.6451568, -79.4150060930925)",894 Queen Street W,"Fresh, 894, Queen Street West, West Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1G3, Canada"
Kings Café,Chinese; Vegetarian,"(43.6543701, -79.4022017)",192 Augusta Avenue,"King's Café, 192, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1M1, Canada"
Emporium Latino,Latin American; Imported Food,"(43.65483608, -79.4019765)",243 Augusta Ave,"243, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2L6, Canada"
Lao Thai Restaurant,Thai; Laotian,"(43.5638372469767, -80.2616995377683)",4 Gladstone Avenue,"4, Gladstone Avenue, Guelph, Ontario, N1H 3Y8, Canada"
Ascari Enoteca,Italian; Bars,"(43.6619843, -79.3354156)",1111 Queen Street E,"Ascari Enoteca, 1111, Queen Street East, Leslieville, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1L4, Canada"
Ristorante Sotto Sotto,Italian,"(43.8517346, -79.4460211)",120 Avenue Road,"120, Avenue Road, Richvale, Richmond Hill, York Region, Golden Horseshoe, Ontario, L4C 5L8, Canada"
Portici,Italian; Pizza; Cafes,"(43.6726132, -79.3886191)",6 Scollard Street,"6, Scollard Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 0A4, Canada"
Hey Lucy,Pizza; Breakfast & Brunch,"(43.6462935, -79.3900553)",295 King St. W.,"295, King Street West, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J5, Canada"
Peter Pan Bistro,Canadian (New); Bistros,"(43.6492193, -79.3934602)",373 Queen Street W,"Peter Pan Bistro, 373, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2A1, Canada"
Square Boy,Burgers; Greek,"(43.6798683, -79.3393592)",875 Danforth Avenue,"Square Boy, 875, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1L8, Canada"
SU&BU,Japanese; Poke,"(43.647722, -79.390355)",106 John St,"106, John Street, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Falafel Plus,Middle Eastern; Halal,"(43.6278011, -79.6262509)",1065 Canadian Pl,"Smilez Jamaican Restaurant, 1065, Canadian Place, Rathwood, Mississauga, Peel Region, Golden Horseshoe, Ontario, L4W 1K3, Canada"
Hogtown Vegan,Vegan,"(43.6570954, -79.4053679)",382 College Street,"The Hogtown Vegan, 382, College Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1S7, Canada"
Golden Patty,Bakeries,"(43.6546273333333, -79.4009166666667)",187 Baldwin Street,"187, Baldwin Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2L6, Canada"
Dark Horse Espresso Bar,Coffee & Tea,"(43.6584396, -79.3524577)",630 Queen Street E,"Dark Horse Espresso Bar, 630, Queen Street East, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1G3, Canada"
Nobuya,Japanese,"(43.6145089, -79.49743065)",285 Royal York Road,"Japanese Fast Food-YA!, 285, Royal York Road, Mimico Village, Etobicoke—Lakeshore, Etobicoke, Toronto, Ontario, M8V 1Y8, Canada"
Fune Japanese Restaurant,Japanese; Sushi Bars,"(43.648505, -79.386687)",100 Simcoe Street,"100, Simcoe Street, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Rikkochez,Mediterranean; Middle Eastern,"(43.6771843, -79.3531467)",341 Danforth Avenue,"341, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1N8, Canada"
Sorry Coffee,Coffee & Tea,"(43.6697693, -79.3918497)",102 Bloor Street W,"Sorry Coffee Co., 102, Bloor Street West, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1S4, Canada"
Douce France,Chocolatiers & Shops; French,"(43.6798103736842, -79.3411598105263)",820 Danforth Avenue,"820, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1N8, Canada"
Hacienda las Américas,Mexican,"(43.6567669, -79.4070259)",424 College Street,"Hacienda, 424, College Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1T3, Canada"
Yueh Tung Restaurant,Hakka; Breakfast & Brunch,"(43.65523, -79.385258)",126 Elizabeth Street,"Yueh Tung Restaurant, 126, Elizabeth Street, First Chinatown, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5G 1P5, Canada"
Espinas Restaurant,Mediterranean; Middle Eastern; Persian/Iranian,"(43.7909947, -79.4184938)",6080 Yonge St.,"6080, Yonge Street, Newton Brook, North York, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 3W5, Canada"
Espinas Restaurant,Mediterranean; Persian/Iranian; Middle Eastern,"(43.7909947, -79.4184938)",6080 Yonge St.,"6080, Yonge Street, Newton Brook, North York, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 3W5, Canada"
Mi Mi Restaurant,Vietnamese,"(43.6663599857143, -79.3490991285714)",688 Gerrard Street E,"688, Gerrard Street East, Chinatown East, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Y2, Canada"
Imonay House Restaurant,Korean,"(43.6640285, -79.4157685)",665 Bloor Street W,"Imonay, 665, Bloor Street West, Koreatown, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1K9, Canada"
Hapa Toronto,Japanese,"(43.655255, -79.4142636)",602 College Street,"Hapa Izakaya, 602, College Street, College Square, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1B4, Canada"
Giulietta,Italian,"(44.1756661, -77.3953268)",972 College Street W,"College Street West, Belleville, Central Ontario, Ontario, K8P 3C1, Canada"
Paldo Gangsan,Korean,"(43.66391747, -79.41743225)",694 Bloor Street W,"694, Bloor Street West, Koreatown, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 4B9, Canada"
Local 1794,Canadian (New); Gastropubs,"(43.68451966, -79.318792824)",1794 Danforth Avenue,"1794, Danforth Avenue, Danforth Village, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1M6, Canada"
Mermaid Fish and Grill House,Seafood; Fish & Chips; Mediterranean,"(43.6886595, -79.3920366)",44 St Clair Avenue E,"Sunny's Breakfast & Lunch, 44, St. Clair Avenue East, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 1L9, Canada"
7 Numbers Restaurant,Italian,"(43.7036457875, -79.4136785875)",516 Eglinton Avenue W,"516, Eglinton Avenue West, Eglinton Way, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5N 1B1, Canada"
Wallace Espresso,Coffee & Tea; Cafes,"(43.6625029, -79.4442007)",188 Wallace Avenue,"Wallace Espresso, 188, Wallace Avenue, Junction Triangle, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
ONO Poké Bar,Hawaiian; Sushi Bars; Poke,"(43.6391794, -79.4155701)",100 Western Battery Road,"RE/MAX Regal Homes, 100, Western Battery Road, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada"
Her Chef,Asian Fusion; Poke; Chicken Shop,"(43.6646405, -79.4129702)",599 Bloor Street W,"Her Chef, 599, Bloor Street West, Mirvish Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1K5, Canada"
Isaan Der,Thai,"(43.6653407, -79.4679837)",2961 Dundas Street W,"Isaan Der, 2961, Dundas Street West, Little Malta, The Junction, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Yorkville Crepes,Creperies; Cafes; Desserts,"(43.6719852, -79.3878498)",18 Yorkville Avenue,"Crêpes à Gogo, 18, Yorkville Avenue, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4W 1L1, Canada"
The Walton,Cocktail Bars,"(43.6550575, -79.4141208)",607 College Street,"The Walton, 607, College Street, College Square, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1B5, Canada"
Noodle King,Chinese; Noodles,"(43.6511085, -79.383474444692)",123 Queen Street W,"Sheraton Centre Toronto Hotel, 123, Queen Street West, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Manic Coffee,Coffee & Tea,"(43.6567582, -79.4070812)",426 College St,"Manic Coffee, 426, College Street, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1T3, Canada"
Page One,Cafes; Bars; Venues & Event Spaces,"(43.6578933, -79.3762815)",106 Mutual Street,"Page One Café, 106, Mutual Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 2R7, Canada"
Five Doors North,Italian,"(43.702172, -79.397619)",2088 Yonge Street,"Five Doors North, 2088, Yonge Street, Yonge & Eglinton, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 2A2, Canada"
